Full Swing Tran Plot X,Full Swing Tran Plot Y,out SR+ Plot X,out SR+ Plot Y,in SR+ Plot X,in SR+ Plot Y
1.867666676989668e-05,0.5759268141415912,1.867666676989668e-05,0.7798048347432088,1.867666676989668e-05,1.2
2.012693431616352e-05,0.5726203605255255,2.012693431616352e-05,0.7855275559348395,2.012693431616352e-05,1.2
2.18432415127693e-05,0.5685563185303814,2.18432415127693e-05,0.7912671838595499,2.18432415127693e-05,1.2
2.389355316181406e-05,0.5635135082701335,2.389355316181406e-05,0.7970724561588109,2.389355316181406e-05,1.2
2.634521563165325e-05,0.5572544873393573,2.634521563165325e-05,0.8029395343035819,2.634521563165325e-05,1.2
2.927698204137563e-05,0.5494900455415288,2.927698204137563e-05,0.8088590328022538,2.927698204137563e-05,1.2
3.278388272890892e-05,0.5398897677658997,3.278388272890892e-05,0.8148227498610724,3.278388272890892e-05,1.2
3.664169623685527e-05,0.529030942527642,3.664169623685527e-05,0.8203675336460394,3.664169623685527e-05,1.2
4.092830714838769e-05,0.5167030533329003,4.092830714838769e-05,0.8256203107496664,4.092830714838769e-05,1.2
4.604831128975822e-05,0.5017449215691413,4.604831128975822e-05,0.8309821457619448,4.604831128975822e-05,1.2
5.293510017132603e-05,0.4814252167714034,5.293510017132603e-05,0.8370735428303682,5.293510017132603e-05,1.2
5.984055784906711e-05,0.4609954860506063,5.984055784906711e-05,0.8422323316698267,5.984055784906711e-05,1.2
6.668970746915753e-05,0.4408200909710608,6.668970746915753e-05,0.846650305061147,6.668970746915753e-05,1.2
7.316237788704575e-05,0.4219342118017203,7.316237788704575e-05,0.8503351131657243,7.316237788704575e-05,1.2
7.988254240165711e-05,0.4025997708887576,7.988254240165711e-05,0.8537669888046115,7.988254240165711e-05,1.2
8.73396420541915e-05,0.3815719618863992,8.73396420541915e-05,0.8572016386436191,8.73396420541915e-05,1.2
9.522452531618895e-05,0.3599420230652888,9.522452531618895e-05,0.8604866264704192,9.522452531618895e-05,1.2
0.0001020298866180578,0.3418428230317139,0.0001020298866180578,0.8630819003284385,0.0001020298866180578,1.2
0.0001093378591384843,0.3230220792758457,0.0001093378591384843,0.8656616958280637,0.0001093378591384843,1.2
0.0001179965849164238,0.3015482906291868,0.0001179965849164238,0.8684846701211214,0.0001179965849164238,1.2
0.0001264301603093581,0.2814932564514682,0.0001264301603093581,0.8710253701792036,0.0001264301603093581,1.2
0.0001342860695051642,0.2635934448648194,0.0001342860695051642,0.8732314902175488,0.0001342860695051642,1.2
0.0001424833227675504,0.2457617084049674,0.0001424833227675504,0.8753900280440458,0.0001424833227675504,1.2
0.0001514684212262757,0.227277383146298,0.0001514684212262757,0.8776090446571916,0.0001514684212262757,1.2
0.0001612320799776024,0.2085458477171277,0.0001612320799776024,0.8798676840061781,0.0001612320799776024,1.2
0.0001718331504700645,0.1899368656779214,0.0001718331504700645,0.8821624298135741,0.0001718331504700645,1.2
0.0001833721087010172,0.1719038651523505,0.0001833721087010172,0.8844971693292561,0.0001833721087010172,1.2
0.0001959051992152664,0.1551730792151127,0.0001959051992152664,0.8868650495817221,0.0001959051992152664,1.2
0.0002094093799272989,0.1406944562361634,0.0002094093799272989,0.8892457119730168,0.0002094093799272989,1.2
0.0002246037187826205,0.1289184740048935,0.0002246037187826205,0.891740720906163,0.0002246037187826205,1.2
0.0002440101042347983,0.1203155769720008,0.0002440101042347983,0.8946860189819232,0.0002440101042347983,1.2
0.000266230749110525,0.1179414212890156,0.000266230749110525,0.8977761645730665,0.000266230749110525,1.2
0.000283055919240847,0.1208143739768601,0.000283055919240847,0.8999409073179779,0.000283055919240847,1.2
0.0003011115615216967,0.1282780660438252,0.0003011115615216967,0.9021194132906136,0.0003011115615216967,1.2
0.0003203294129754599,0.141806060506915,0.0003203294129754599,0.9042944593534188,0.0003203294129754599,1.2
0.0003402386319523207,0.1627490557748556,0.0003402386319523207,0.9064102025826044,0.0003402386319523207,1.2
0.0003596323630721364,0.1904047488652168,0.0003596323630721364,0.9083517110320961,0.0003596323630721364,1.2
0.000375194662716641,0.2177100746902037,0.000375194662716641,0.9098325284537923,0.000375194662716641,1.2
0.0003915643085303903,0.2510197507559465,0.0003915643085303903,0.9113232525295664,0.0003915643085303903,1.2
0.0004044704764835696,0.2803513940475552,0.0004044704764835696,0.9124538073614168,0.0004044704764835696,1.2
0.0004146363272435475,0.3052270725828977,0.0004146363272435475,0.9133182616922912,0.0004146363272435475,1.2
0.0004233057166087718,0.3275966245112186,0.0004233057166087718,0.914038279263231,0.0004233057166087718,1.2
0.0004310104437333513,0.3483204196876157,0.0004310104437333513,0.9146656275862204,0.0004310104437333513,1.2
0.0004383252184646305,0.3686555550722498,0.0004383252184646305,0.9152506403086925,0.0004383252184646305,1.2
0.0004461524946989707,0.3910073448096451,0.0004461524946989707,0.9158657245175902,0.0004461524946989707,1.2
0.000449850032408833,0.4017413863741106,0.000449850032408833,0.9161524428979105,0.000449850032408833,1.2
0.0004537689673332637,0.4132176832585724,0.0004537689673332637,0.9164536999128098,0.0004537689673332637,1.2
0.0004569059122020919,0.4224701860658084,0.0004569059122020919,0.9166929099858039,0.0004569059122020919,1.2
0.0004592754032167655,0.4294953852524911,0.0004592754032167655,0.9168724675362291,0.0004592754032167655,1.2
0.000461293428595012,0.4355020652773405,0.000461293428595012,0.9170246701071304,0.000461293428595012,1.2
0.0004624579397810467,0.4389778202811188,0.0004624579397810467,0.9171121982736538,0.0004624579397810467,1.2
0.0004637030586000773,0.4427017392737878,0.0004637030586000773,0.9172055095348424,0.0004637030586000773,1.2
0.0004646589887958478,0.4455659743210665,0.0004646589887958478,0.9172769934421383,0.0004646589887958478,1.2
0.0004654279269413568,0.4478731768237032,0.0004654279269413568,0.9173343873094957,0.0004654279269413568,1.2
0.0004661942778547661,0.4501754619737715,0.0004661942778547661,0.9173914929869135,0.0004661942778547661,1.2
0.0004667445775513947,0.4518304176726687,0.0004667445775513947,0.9174324408045857,0.0004667445775513947,1.2
0.0004673363452498809,0.4536116860548768,0.0004673363452498809,0.9174763986077985,0.0004673363452498809,1.2
0.000467870275658749,0.4552202732420416,0.000467870275658749,0.9175160248666072,0.000467870275658749,1.2
0.0004683742314426099,0.4567397752371226,0.0004683742314426099,0.9175533843736539,0.0004683742314426099,1.2
0.000468955766730151,0.4584946509375086,0.000468955766730151,0.9175964443464081,0.000468955766730151,1.2
0.0004697743912940113,0.4609676042335054,0.0004697743912940113,0.9176569677908063,0.0004697743912940113,1.2
0.0004707624289322177,0.4639563633683163,0.0004707624289322177,0.9177298737022627,0.0004707624289322177,1.2
0.0004715262638347627,0.4662699063468675,0.0004715262638347627,0.9177861291831506,0.0004715262638347627,1.2
0.0004722811568583022,0.4685588876281137,0.0004722811568583022,0.9178416347925997,0.0004722811568583022,1.2
0.0004731461413227731,0.4711847248762475,0.0004731461413227731,0.9179051238192508,0.0004731461413227731,1.2
0.0004741514200541409,0.4742404638611166,0.0004741514200541409,0.9179787612570288,0.0004741514200541409,1.2
0.0004753908018811871,0.478013619790312,0.0004753908018811871,0.9180693269929118,0.0004753908018811871,1.2
0.0004770932592378357,0.4832067436981253,0.0004770932592378357,0.9181933367809291,0.0004770932592378357,1.2
0.0004798071097131168,0.4915083430474636,0.0004798071097131168,0.9183901748495132,0.0004798071097131168,1.2
0.0004819316811933517,0.4980265432031867,0.0004819316811933517,0.9185431711526546,0.0004819316811933517,1.2
0.0004834567202776758,0.5027153085941941,0.0004834567202776758,0.9186527541548517,0.0004834567202776758,1.2
0.000484635267922414,0.5063442294442622,0.000484635267922414,0.9187371905052845,0.000484635267922414,1.2
0.0004855872413754206,0.5092788389741604,0.0004855872413754206,0.9188052439522704,0.0004855872413754206,1.2
0.0004864650421990636,0.5119873603919597,0.0004864650421990636,0.9188678755542656,0.0004864650421990636,1.2
0.0004873160982938664,0.514615634237807,0.0004873160982938664,0.9189284896763783,0.0004873160982938664,1.2
0.0004879720562294445,0.5166428872315784,0.0004879720562294445,0.9189751352209646,0.0004879720562294445,1.2
0.0004885336463937228,0.5183795017776829,0.0004885336463937228,0.9190150196346004,0.0004885336463937228,1.2
0.0004890847439315007,0.5200845532927539,0.0004890847439315007,0.9190541135484693,0.0004890847439315007,1.2
0.0004895412975412688,0.5214977441364097,0.0004895412975412688,0.9190864667427627,0.0004895412975412688,1.2
0.000489982927268964,0.5228652911834094,0.000489982927268964,0.9191177331437477,0.000489982927268964,1.2
0.0004904027400839139,0.5241657738341647,0.0004904027400839139,0.9191474283382409,0.0004904027400839139,1.2
0.000490736121705465,0.5251988505625889,0.000490736121705465,0.919170991401617,0.000490736121705465,1.2
0.0004910454730719211,0.5261577229268047,0.0004910454730719211,0.9191928414312225,0.0004910454730719211,1.2
0.0004914149128924238,0.5273031826538433,0.0004914149128924238,0.9192189172076478,0.0004914149128924238,1.2
0.0004919210963036986,0.5288731838549492,0.0004919210963036986,0.9192546121157864,0.0004919210963036986,1.2
0.0004925818948677483,0.530923714792699,0.0004925818948677483,0.9193011536619705,0.0004925818948677483,1.2
0.0004930765283409457,0.5324593092567655,0.0004930765283409457,0.9193358511572168,0.0004930765283409457,1.2
0.0004935459043696796,0.533917027639025,0.0004935459043696796,0.9193688368020272,0.0004935459043696796,1.2
0.0004940510598713166,0.5354864399000198,0.0004940510598713166,0.9194043013849764,0.0004940510598713166,1.2
0.0004946116932318896,0.5372288946878193,0.0004946116932318896,0.9194436181083941,0.0004946116932318896,1.2
0.000495280176654259,0.5393074643197939,0.000495280176654259,0.9194904396185105,0.000495280176654259,1.2
0.0004961319939138585,0.5419574811128728,0.0004961319939138585,0.9195500098086182,0.0004961319939138585,1.2
0.0004974442247335926,0.5460427455283949,0.0004974442247335926,0.9196415763556449,0.0004974442247335926,1.2
0.0004988144081406544,0.5503119460291717,0.0004988144081406544,0.9197369263017986,0.0004988144081406544,1.2
0.000500390707972428,0.5552274442288803,0.000500390707972428,0.9198462916401628,0.000500390707972428,1.2
0.0005022221261099603,0.5609434186116484,0.0005022221261099603,0.9199729181669806,0.0005022221261099603,1.2
0.000504924077222567,0.5693845154558936,0.000504924077222567,0.9201588769868888,0.000504924077222567,1.2
0.0005085658031640961,0.5807731373075595,0.0005085658031640961,0.9204076664976469,0.0005085658031640961,1.2
0.0005126285026759498,0.5934878871658724,0.0005126285026759498,0.9206833369197058,0.0005126285026759498,1.2
0.0005177626197265413,0.6095582295916694,0.0005177626197265413,0.9210285553247557,0.0005177626197265413,1.2
0.0005245996678066479,0.6309362632375509,0.0005245996678066479,0.9214828582907152,0.0005245996678066479,1.2
0.0005333513301708078,0.6582059779495639,0.0005333513301708078,0.9220556719987822,0.0005333513301708078,1.2
0.0005380795648408283,0.6728747091422739,0.0005380795648408283,0.9223611791826523,0.0005380795648408283,1.2
0.0005429611702846048,0.6879531133503772,0.0005429611702846048,0.9226737287693216,0.0005429611702846048,1.2
0.0005470358565092205,0.7004767905687959,0.0005470358565092205,0.9229324002390398,0.0005470358565092205,1.2
0.0005517558426273337,0.7149001091680244,0.0005517558426273337,0.9232295728964743,0.0005517558426273337,1.2
0.0005578613788454619,0.7334027944223735,0.0005578613788454619,0.9236101788144685,0.0005578613788454619,1.2
0.0005629490824634984,0.7486714316770395,0.0005629490824634984,0.9239241427079468,0.0005629490824634984,1.2
0.0005678300345395488,0.7631767016425468,0.0005678300345395488,0.9242226476782373,0.0005678300345395488,1.2
0.0005729201306403722,0.7781384002574224,0.0005729201306403722,0.9245311222941772,0.0005729201306403722,1.2
0.0005772527239487739,0.7907296200689183,0.0005772527239487739,0.9247915305364571,0.0005772527239487739,1.2
0.0005813354381960934,0.8024642422836613,0.0005813354381960934,0.9250351188324681,0.0005813354381960934,1.2
0.0005873248161610082,0.8194303413896378,0.0005873248161610082,0.9253892977134489,0.0005873248161610082,1.2
0.0005925254224665663,0.833904901543195,0.0005925254224665663,0.9256938604134779,0.0005925254224665663,1.2
0.0005978437393630523,0.8484394666604631,0.0005978437393630523,0.9260025070587793,0.0005978437393630523,1.2
0.0006043646760316655,0.8658577442446873,0.0006043646760316655,0.9263771374467564,0.0006043646760316655,1.2
0.000610220328170287,0.8810857407721273,0.000610220328170287,0.9267100962014987,0.000610220328170287,1.2
0.0006160877927546504,0.8959097690865601,0.0006160877927546504,0.9270404401665019,0.0006160877927546504,1.2
0.00062267902269576,0.9119922355372961,0.00062267902269576,0.9274077726781503,0.00062267902269576,1.2
0.000630711597768318,0.9307125206409326,0.000630711597768318,0.9278501088340314,0.000630711597768318,1.2
0.0006415537413032726,0.9543572555341618,0.0006415537413032726,0.9284382094081293,0.0006415537413032726,1.2
0.0006565406094303257,0.9837613253799217,0.0006565406094303257,0.9292346188605103,0.0006565406094303257,1.2
0.0006712002180715145,1.008594983549824,0.0006712002180715145,0.9299960872037112,0.0006712002180715145,1.2
0.0006851025625783239,1.028207320948661,0.0006851025625783239,0.9307026605604287,0.0006851025625783239,1.2
0.0006999799448074779,1.044573056972583,0.0006999799448074779,0.9314428897786305,0.0006999799448074779,1.2
0.000717207643553557,1.057633308389974,0.000717207643553557,0.9322803454108106,0.000717207643553557,1.2
0.0007406750353134927,1.067002943149336,0.0007406750353134927,0.9333889679174021,0.0007406750353134927,1.2
0.0007641374345237888,1.069100141112666,0.0007641374345237888,0.9344623000556737,0.0007641374345237888,1.2
0.0007861878719288986,1.065703845655472,0.0007861878719288986,0.9354407994630491,0.0007861878719288986,1.2
0.0008132027538818582,1.054093988006963,0.0008132027538818582,0.9366023537440237,0.0008132027538818582,1.2
0.0008371486835289744,1.034964683418639,0.0008371486835289744,0.9375995571152099,0.0008371486835289744,1.2
0.0008621607404406075,1.003328920269572,0.0008621607404406075,0.9386106137269381,0.0008621607404406075,1.2
0.0008854488338045516,0.9619120347754988,0.0008854488338045516,0.939525407373209,0.0008854488338045516,1.2
0.0009059969369662675,0.9162443635487354,0.0009059969369662675,0.940312304642997,0.0009059969369662675,1.2
0.0009115572828361155,0.9025088981360451,0.0009115572828361155,0.9405220940380958,0.0009115572828361155,1.2
0.0009187668044834021,0.8840419238935473,0.0009187668044834021,0.9407921636380699,0.0009187668044834021,1.2
0.0009220281233266606,0.8754774124675633,0.0009220281233266606,0.9409136231128625,0.0009220281233266606,1.2
0.0009253046431121445,0.8667593678530537,0.0009253046431121445,0.9410352137928274,0.0009253046431121445,1.2
0.0009284307797596934,0.8583437624979303,0.0009284307797596934,0.941150805357108,0.0009284307797596934,1.2
0.0009307842850156773,0.8519483776977838,0.0009307842850156773,0.9412375719183602,0.0009307842850156773,1.2
0.0009331608553405935,0.8454403146256484,0.0009331608553405935,0.9413249559060567,0.0009331608553405935,1.2
0.0009352589098632059,0.8396543386897487,0.0009352589098632059,0.9414019135229892,0.0009352589098632059,1.2
0.0009376820691573313,0.8329256251790782,0.0009376820691573313,0.9414905802385466,0.0009376820691573313,1.2
0.0009407704371659966,0.8242798864408621,0.0009407704371659966,0.941603253566577,0.0009407704371659966,1.2
0.0009441915479616193,0.8146139168766904,0.0009441915479616193,0.9417276307332834,0.0009441915479616193,1.2
0.0009487108667909187,0.801707591261093,0.0009487108667909187,0.9418912356256011,0.0009487108667909187,1.2
0.000955365891025246,0.7824326922236001,0.000955365891025246,0.9421307183905863,0.000955365891025246,1.2
0.000960731811918577,0.7666719704348524,0.000960731811918577,0.9423223399838662,0.000960731811918577,1.2
0.0009652930901335903,0.7531319701249426,0.0009652930901335903,0.9424845827159287,0.0009652930901335903,1.2
0.0009706351745376643,0.7371220562357638,0.0009706351745376643,0.9426736239609632,0.0009706351745376643,1.2
0.0009753027820204361,0.7230106680794056,0.0009753027820204361,0.9428379470123093,0.0009753027820204361,1.2
0.0009790916763175875,0.7114791735825998,0.0009790916763175875,0.9429707541898057,0.0009790916763175875,1.2
0.0009837920939677644,0.6970890008548379,0.0009837920939677644,0.9431346481352414,0.0009837920939677644,1.2
0.000991058321000829,0.674688899931794,0.000991058321000829,0.9433866004322122,0.000991058321000829,1.2
0.001000406513692879,0.6456585930161792,0.001000406513692879,0.9437080208043973,0.001000406513692879,1.2
0.001005429027144677,0.6299862870363414,0.001005429027144677,0.9438796055306534,0.001005429027144677,1.2
0.001010277003636746,0.6148247973673564,0.001010277003636746,0.9440441103158254,0.001010277003636746,1.2
0.001014696776209534,0.6009887435258613,0.001014696776209534,0.9441935138393952,0.001014696776209534,1.2
0.00101920356380808,0.5868807690862767,0.00101920356380808,0.9443451788021807,0.00101920356380808,1.2
0.001023272601672109,0.5741531938208416,0.001023272601672109,0.944481532135503,0.001023272601672109,1.2
