out SR+ Plot X,out SR+ Plot Y,in SR+ Plot X,in SR+ Plot Y,pulse_out X,pulse_out Y,pulse_in X,pulse_in Y
1.028209794131525e-05,0.09049444590062694,1.028209794131525e-05,1.2,1.028209794131525e-05,0.4551195494757236,1.028209794131525e-05,0.61
1.029571964959946e-05,0.1031366237996366,1.029571964959946e-05,1.2,1.029571964959946e-05,0.4630666559511417,1.029571964959946e-05,0.61
1.032296306616788e-05,0.1313304315134824,1.032296306616788e-05,1.2,1.032296306616788e-05,0.4794691805091876,1.032296306616788e-05,0.61
1.034323353052295e-05,0.154174404261601,1.034323353052295e-05,1.2,1.034323353052295e-05,0.4920176838478141,1.034323353052295e-05,0.61
1.036070454506681e-05,0.1748805014948644,1.036070454506681e-05,1.2,1.036070454506681e-05,0.5030095983228521,1.036070454506681e-05,0.61
1.038006324346149e-05,0.1988579410024064,1.038006324346149e-05,1.2,1.038006324346149e-05,0.5153245853163286,1.038006324346149e-05,0.61
1.04019381647761e-05,0.2273551893522287,1.04019381647761e-05,1.2,1.04019381647761e-05,0.5293518323708816,1.04019381647761e-05,0.61
1.042645082051859e-05,0.2615712914552884,1.042645082051859e-05,1.2,1.042645082051859e-05,0.5451381645022833,1.042645082051859e-05,0.61
1.045491785376601e-05,0.3064853666895437,1.045491785376601e-05,1.2,1.045491785376601e-05,0.5634588541551057,1.045491785376601e-05,0.61
1.047694683323098e-05,0.3463601350721627,1.047694683323098e-05,1.2,1.047694683323098e-05,0.5775643947536503,1.047694683323098e-05,0.61
1.049795529505658e-05,0.3879083114258187,1.049795529505658e-05,1.2,1.049795529505658e-05,0.5909074408093079,1.049795529505658e-05,0.61
1.05132366571149e-05,0.4193542269603473,1.05132366571149e-05,1.2,1.05132366571149e-05,0.6005238832991159,1.05132366571149e-05,0.61
1.053047110029204e-05,0.455485604738103,1.053047110029204e-05,1.2,1.053047110029204e-05,0.6112561914909752,1.053047110029204e-05,0.61
1.055491169618977e-05,0.5067529469215137,1.055491169618977e-05,1.2,1.055491169618977e-05,0.6262285118955554,1.055491169618977e-05,0.61
1.058008889351929e-05,0.5590941914485322,1.058008889351929e-05,1.2,1.058008889351929e-05,0.6413026715932406,1.058008889351929e-05,0.61
1.061342074880439e-05,0.6271311619884081,1.061342074880439e-05,1.2,1.061342074880439e-05,0.660627624750699,1.061342074880439e-05,0.61
1.065026738800153e-05,0.7003886284470001,1.065026738800153e-05,1.2,1.065026738800153e-05,0.6810451358527067,1.065026738800153e-05,0.61
1.069137362994684e-05,0.7785972897138801,1.069137362994684e-05,1.2,1.069137362994684e-05,0.7025268148724375,1.069137362994684e-05,0.61
1.071994809990112e-05,0.8285163549068081,1.071994809990112e-05,1.2,1.071994809990112e-05,0.7166016585128131,1.071994809990112e-05,0.61
1.074802329701776e-05,0.8718022712897975,1.074802329701776e-05,1.2,1.074802329701776e-05,0.7297071422466193,1.074802329701776e-05,0.61
1.077565638658758e-05,0.9099492855953912,1.077565638658758e-05,1.2,1.077565638658758e-05,0.7418812796933619,1.077565638658758e-05,0.61
1.080161736397705e-05,0.9429155270148062,1.080161736397705e-05,1.2,1.080161736397705e-05,0.7526494397440138,1.080161736397705e-05,0.61
1.083124535408058e-05,0.9782750963403941,1.083124535408058e-05,1.2,1.083124535408058e-05,0.7641354036816378,1.083124535408058e-05,0.61
1.086451375832001e-05,1.01664162715538,1.086451375832001e-05,1.2,1.086451375832001e-05,0.7760082794101242,1.086451375832001e-05,0.61
1.089576646796313e-05,1.052253584694632,1.089576646796313e-05,1.2,1.089576646796313e-05,0.7861785714722682,1.089576646796313e-05,0.61
1.092678845560167e-05,1.087448301821532,1.092678845560167e-05,1.2,1.092678845560167e-05,0.7953418758419074,1.092678845560167e-05,0.61
1.094553930271224e-05,1.108475508537196,1.094553930271224e-05,1.2,1.094553930271224e-05,0.8004359343588523,1.094553930271224e-05,0.61
1.096729215887126e-05,1.131901925302557,1.096729215887126e-05,1.2,1.096729215887126e-05,0.8059336451111255,1.096729215887126e-05,0.61
1.098575929307212e-05,1.149732057541105,1.098575929307212e-05,1.2,1.098575929307212e-05,0.8102596726041763,1.098575929307212e-05,0.61
1.100313616355766e-05,1.163503398769969,1.100313616355766e-05,1.2,1.100313616355766e-05,0.8140498217160556,1.100313616355766e-05,0.61
1.102378566262207e-05,1.17539843728083,1.102378566262207e-05,1.2,1.102378566262207e-05,0.8182085293856243,1.102378566262207e-05,0.61
1.105443889647685e-05,1.186056198480013,1.105443889647685e-05,1.2,1.105443889647685e-05,0.823713994216922,1.105443889647685e-05,0.61
1.108154426888116e-05,1.191168658322279,1.108154426888116e-05,1.2,1.108154426888116e-05,0.8279388733209809,1.108154426888116e-05,0.61
1.110768659504681e-05,1.194008550112071,1.110768659504681e-05,1.2,1.110768659504681e-05,0.8314667071133122,1.110768659504681e-05,0.61
1.113593151015054e-05,1.195884091645615,1.113593151015054e-05,1.2,1.113593151015054e-05,0.8347049656309899,1.113593151015054e-05,0.61
1.116788153888945e-05,1.197212770025126,1.116788153888945e-05,1.2,1.116788153888945e-05,0.8376922296996508,1.116788153888945e-05,0.61
1.121030524628238e-05,1.19829185407957,1.121030524628238e-05,1.2,1.121030524628238e-05,0.8406364189379147,1.121030524628238e-05,0.61
1.127049677875425e-05,1.199112048151055,1.127049677875425e-05,1.2,1.127049677875425e-05,0.8430434626776931,1.127049677875425e-05,0.61
1.134080493326865e-05,1.199564233830624,1.134080493326865e-05,1.2,1.134080493326865e-05,0.8436294168214777,1.134080493326865e-05,0.61
1.141778325912675e-05,1.199777318615072,1.141778325912675e-05,1.2,1.141778325912675e-05,0.8420838015022065,1.141778325912675e-05,0.61
1.149899810468307e-05,1.199867679795005,1.149899810468307e-05,1.2,1.149899810468307e-05,0.8386436116382668,1.149899810468307e-05,0.61
1.158634404293418e-05,1.199907364940961,1.158634404293418e-05,1.2,1.158634404293418e-05,0.8336232448077409,1.158634404293418e-05,0.61
1.168529817266523e-05,1.199928075063218,1.168529817266523e-05,1.2,1.168529817266523e-05,0.8271672756551032,1.168529817266523e-05,0.61
1.180058700068169e-05,1.199942320954418,1.180058700068169e-05,1.2,1.180058700068169e-05,0.8196474928277016,1.180058700068169e-05,0.61
