OffsetVoltage_lewis_alt X,
-0.00106249696243695,20
-0.00103749682509909,17
-0.00101249699678192,53
-0.0009874969722100319,93
-0.0009874968147758881,14
-0.000974996824713267,59
-0.000962496898451741,39
-0.000949997040352629,25
-0.000937497029839026,1
-0.000937496571500005,90
-0.000887497060636916,18
-0.00087499694256451,10
-0.000874996842285733,65
-0.000862497051545356,73
-0.000824996857531497,71
-0.000812496884732595,63
-0.0007874970540749829,35
-0.000787496985514807,62
-0.000787496981965635,30
-0.000787496945164048,82
-0.000787496876073025,52
-0.000787496836101909,32
-0.000774996946192896,72
-0.000762496820577345,23
-0.000749997070956287,92
-0.000737496565318877,49
-0.00071249702914794,41
-0.000712496419439085,46
-0.000699996967758266,9
-0.000699996700443999,6
-0.000662497058826112,84
-0.00066249692894022,48
-0.000649997021045703,15
-0.0006374970344043979,43
-0.0006249970071209461,60
-0.000612496863679746,55
-0.000599996979159412,69
-0.000599996973013915,29
-0.000599996949683213,56
-0.0005999968816789391,57
-0.000587496888277662,68
-0.000562497027390623,77
-0.000549997048171136,45
-0.000549996819897984,8
-0.0005374970358185569,3
-0.000537496906069307,80
-0.000537496761869827,42
-0.000524996992061376,51
-0.000524996799219462,36
-0.000524996326593915,38
-0.000512497026021228,5
-0.0005124969455393671,11
-0.000512496854416894,21
-0.00051249684443673,58
-0.000499996965014926,79
-0.000499996698885467,66
-0.000487496988620759,4
-0.00048749694480436,76
-0.000474997030653401,2
-0.000474996894094626,88
-0.000474996843857499,81
-0.00046249702816382,74
-0.000462497024820887,37
-0.000462496825711708,61
-0.000462496820289115,13
-0.000449996928340368,67
-0.000424997041601661,91
-0.000424996625052933,12
-0.000424996372985433,70
-0.000349996583155624,78
-0.000337497055023739,19
-0.000337496947660917,16
-0.000337496814522298,54
-0.000324997067454633,40
-0.000324996948904624,86
-0.000324996743838745,85
-0.000324996529816651,83
-0.000299997019341773,31
-0.000299996643286012,27
-0.000299996635612195,50
-0.000287497072710458,64
-0.000287496672436125,89
-0.000274996915730799,44
-0.00026249696508015,20
-0.000237496767933341,28
-0.000224996853285983,26
-0.000187497068523407,75
-0.000174997007021807,24
-0.000174996988013555,22
-0.000174996969016115,34
-0.000174996968149394,87
-0.000162497056834939,33
-0.000149997060016869,17
-0.000149996840893001,47
-0.000137496901464239,7
-0.000112497044292312,18
-0.000112497041467908,84
-0.000112497040056501,34
-8.74969379875696e-05,28
-7.49966591301272e-05,74
-7.49955444711214e-05,14
-6.24969747986045e-05,59
-4.99963503074273e-05,49
-3.74967311843521e-05,63
-2.49970124950429e-05,81
-1.24970303249138e-05,11
3.06556942177925e-09,76
3.06831961782422e-09,39
3.75029636888749e-05,88
3.75030066774987e-05,53
5.00030571302255e-05,86
6.25029572718257e-05,9
6.2503043871076e-05,6
6.25030616557265e-05,1
7.500309486343469e-05,62
8.750291690547011e-05,73
8.75030073107407e-05,13
0.000100002982767624,60
0.000112503142521641,21
0.000125003171338967,70
0.000137502971435396,47
0.000150002965967189,82
0.000150002997794335,69
0.000150003001021213,68
0.00015000318209586,32
0.000162502949650114,22
0.00017500304114631,15
0.000175003152750247,80
0.000187503075855161,20
0.000200002911006755,25
0.000200002924369502,5
0.000212502963241727,31
0.000212502969494652,57
0.000212503099616276,72
0.000225002991388212,78
0.00023750307874608,65
0.00023750324955182,79
0.000250002929146602,17
0.000262503106527553,7
0.000275002995497607,36
0.000287503021313039,38
0.000287503043438125,23
0.000287503392582438,33
0.000312502970830317,58
0.00031250297810813,55
0.000312503034428132,40
0.000325002938627954,35
0.000325003576637058,3
0.000337502958977002,50
0.000337503062263828,37
0.000337503114743981,45
0.000337503224541898,85
0.00036250306863658,64
0.000362503208700582,61
0.000387503056780576,44
0.000400003018794056,75
0.000412503038564579,54
0.000437502950656362,2
0.000487502976705482,19
0.000500003097813012,51
0.000500003176801616,48
0.0005000031896668249,67
0.000512503007441114,46
0.00051250327653613,24
0.000525002947225409,42
0.000525002947949637,83
0.000550002952372508,66
0.0005500035645021909,77
0.000562503232812956,29
0.000562503338244724,41
0.000575003226491322,43
0.000587503056240339,71
0.000612502942140843,52
0.000612503186138934,12
0.00063750308719224,8
0.000650002965594298,27
0.000662503036350262,16
0.000687502981561056,87
0.000700003262294136,30
0.00072500308052169,10
0.000737503053018354,26
0.000737503127702129,56
0.000750003103493667,4
0.000787502955512836,42
0.000800002944386145,62
0.000800003267744009,27
0.000800003421250159,12
0.000837502991206518,18
0.000862503029043115,33
0.000862503090009443,10
0.000875002994401183,49
0.000887503047654259,37
0.000887503105633001,17
0.000887503364899171,32
0.000900002976618702,21
0.000900003019989554,30
0.000900003034357082,9
0.000900003205985953,39
0.000937503149744322,31
0.00095000292770946,11
0.000950002951959869,44
0.000975002952311404,51
0.000975002977982594,43
0.000975003137540987,40
0.0009875030176833401,5
0.000987503146562196,54
0.0010125029850235,23
0.00101250350381882,53
0.00102500297658141,4
0.00105000299293916,22
0.00108750300062048,57
0.0010875032855966,63
0.00112500335979514,7
0.00113750298095465,35
0.00115000300830613,16
0.00120000307085725,48
0.00121250296301858,41
0.0012375030952745,52
0.00123750333713559,8
0.00123750370730261,13
0.00125000310994533,36
0.00127500323607474,50
0.00128750351563299,55
0.00131250295629396,28
0.0013250030961291,45
0.00133750334133683,59
0.00136250296146442,38
0.00136250353965364,29
0.00137500292989559,56
0.00137500315429442,3
0.00138750295804089,58
0.00138750307255684,47
0.00141250345092882,46
0.00142500316722915,1
0.00143750327575599,20
0.00147500295667849,14
0.00150000300961318,19
0.00151250295637906,34
0.00155000328958123,26
0.00156250308272277,6
0.00157500339669472,25
0.00160000298244769,15
0.00161250331576531,60
0.00162500299191789,61
0.00162500314718035,2
0.00165000298469353,24
0.00167500356925056,18
0.00173750333848175,21
0.0017750033337553,2
0.00178750301832229,6
0.00181250296415539,16
0.00182500304450992,27
0.00182500331301083,5
0.0018375029374884,19
0.00183750306645065,33
0.00187500311009452,3
0.00188750295575887,9
0.0019000029143502,28
0.00190000294002574,39
0.00190000301737793,10
0.00192500305681025,1
0.00193750304641492,25
0.00196250318589046,4
0.00198750323186011,11
0.0020125030010093,32
0.00206250289611226,31
0.00206250289707648,20
0.00207500303530116,26
0.00211250294108836,23
0.00212500298935641,36
0.00216250321081745,14
0.00217500326837572,38
0.00221250296662684,35
0.00221250307466231,37
0.00225000297728971,7
0.00225000326048261,13
0.00227500306514639,8
0.00240000292432901,12
0.00241250309548618,29
0.00242500298721887,30
0.00243750403827132,15
0.00248750352355102,22
0.00251250318068631,34
0.00253750296396419,24
0.00255000369433829,17
0.00260000310219625,6
0.00261250355230848,12
0.00263750306796875,8
0.00266250300326116,1
0.00266250330835938,2
0.00267500304538516,3
0.0026875030169401,11
0.00280000327701279,10
0.0028625029577607,13
0.00296250322941818,14
0.00306250322818765,4
0.00312500294445204,15
0.00315000303443585,9
0.00323750326877829,16
0.00331250296432404,5
0.0034125031090626,7
0.00365000301869811,3
0.00367500307686347,2
0.00436250289808752,1
