v /VOUT; pac dB20(V) (harmonic=0) X,v /VOUT; pac dB20(V) (harmonic=0) Y
6309.573444802018,-25.20976072890961
6606.934480076051,-25.89077307769729
6918.309709189461,-26.56409536710096
7244.359600750002,-27.23002500949661
7585.775750291944,-27.88909983737014
7943.282347242927,-28.54215683782271
8317.637711026828,-29.1903973993975
8709.63589956093,-29.83545677614284
9120.108393559227,-30.47947366458534
9549.925860214496,-31.12515344353015
10000.00000000014,-31.77581587788385
10471.28548050915,-32.43541533738841
10964.78196143201,-33.10851962023659
11481.53621496899,-33.80023353337587
12022.6443461743,-34.51605699162518
12589.25411794186,-35.26167587255624
13182.56738556427,-36.04269741382468
13803.84264602905,-36.86435928733454
14454.39770745949,-37.73125256021149
15135.61248436231,-38.64711922629584
15848.93192461137,-39.61476031067636
16595.86907437586,-40.63609240055506
17378.00828749402,-41.71235315533107
18197.00858610011,-42.84443524239742
19054.60717963276,-44.03331307451241
19952.6231496891,-45.28052740303509
20892.96130854071,-46.5887091981362
21877.61623949586,-47.96214627832066
22908.67652767809,-49.40744694074692
23988.32919019528,-50.934379589428
25118.86431509619,-52.55705999594127
26302.67991895423,-54.29576477245855
27542.2870333821,-56.17987472066191
28840.31503126652,-58.25287208167826
30199.51720402065,-60.58106336077194
31622.7766016843,-63.26840462547214
33113.11214825964,-66.47401796242237
34673.68504525373,-70.34592671690343
36307.80547701073,-74.03400700990443
38018.93963205674,-73.6758559372532
39810.71705535037,-70.64575894237792
41686.93834703422,-67.98314416122504
43651.58322401731,-65.90888937257239
45708.81896148826,-64.22853525372994
47863.00923226463,-62.79030147656488
50118.72336272807,-61.49652529330929
52480.74602497814,-60.28589312630806
54954.08738576339,-59.12097393583156
57543.99373371667,-57.98030547362052
60255.95860743681,-56.8529469442716
63095.73444802041,-55.73446912608817
66069.34480076074,-54.62395759316819
69183.09709189484,-53.52176009138992
72443.59600750027,-52.42750697015591
75857.7575029197,-51.33703746855229
79432.82347242955,-50.23336402382283
83176.37711026857,-49.05663656696533
87096.35899560961,-47.65659244550457
91201.0839355926,-45.88767410782765
95499.2586021453,-43.26799026890448
100000,-33.10190829679536
