v /net1; tran (V) X,v /net1; tran (V) Y,v /VOUT; tran (V) X,v /VOUT; tran (V) Y,v /clk; tran (V) X,v /clk; tran (V) Y,v /net4; tran (V) X,v /net4; tran (V) Y
2.081572799544525e-11,0.6000000523156305,2.081572799544525e-11,0.5995943416896051,2.081572799544525e-11,0.2828611479273338,2.081572799544525e-11,0.6
2.113109952532442e-11,0.6000000531082456,2.113109952532442e-11,0.5995876014215187,2.113109952532442e-11,0.2664609831613117,2.113109952532442e-11,0.6
2.15455449070412e-11,0.6000000541498605,2.15455449070412e-11,0.5995791899048134,2.15455449070412e-11,0.2461383339464554,2.15455449070412e-11,0.6
2.203042501012216e-11,0.6000000553684971,2.203042501012216e-11,0.5995699942513439,2.203042501012216e-11,0.2241232550791958,2.203042501012216e-11,0.6
2.256534338475324e-11,0.6000000567128936,2.256534338475324e-11,0.5995606391207786,2.256534338475324e-11,0.2019720227285814,2.256534338475324e-11,0.6
2.314508133458879e-11,0.600000058169934,2.314508133458879e-11,0.5995513917829435,2.314508133458879e-11,0.1803624988360565,2.314508133458879e-11,0.6
2.376628844877971e-11,0.6000000597311977,2.376628844877971e-11,0.5995424423588034,2.376628844877971e-11,0.1597799393146647,2.376628844877971e-11,0.6
2.442195617483941e-11,0.6000000613790705,2.442195617483941e-11,0.5995339843581279,2.442195617483941e-11,0.1406907106241153,2.442195617483941e-11,0.6
2.509287152571697e-11,0.6000000630652647,2.509287152571697e-11,0.599526282259744,2.509287152571697e-11,0.1236700617060241,2.509287152571697e-11,0.6
2.57574513960937e-11,0.600000064735536,2.57574513960937e-11,0.5995195084379989,2.57574513960937e-11,0.1090263755376895,2.57574513960937e-11,0.6
2.643327906741334e-11,0.6000000664340762,2.643327906741334e-11,0.5995134045435042,2.643327906741334e-11,0.09611685931193961,2.643327906741334e-11,0.6
2.701529422324378e-11,0.6000000678968399,2.701529422324378e-11,0.599508725771342,2.701529422324378e-11,0.0864148433642397,2.701529422324378e-11,0.6
2.751407452397596e-11,0.6000000691504115,2.751407452397596e-11,0.5995051039807363,2.751407452397596e-11,0.07902727640118064,2.751407452397596e-11,0.6
2.796337958825219e-11,0.6000000702796383,2.796337958825219e-11,0.5995021229154907,2.796337958825219e-11,0.07302836339415299,2.796337958825219e-11,0.6
2.8389860865844e-11,0.6000000713515027,2.8389860865844e-11,0.5994995202010416,2.8389860865844e-11,0.06785222511754342,2.8389860865844e-11,0.6
2.880639188521515e-11,0.6000000723983593,2.880639188521515e-11,0.599497175023805,2.880639188521515e-11,0.06323800175604692,2.880639188521515e-11,0.6
2.92257712859414e-11,0.6000000734523747,2.92257712859414e-11,0.5994949954786393,2.92257712859414e-11,0.05899268755036805,2.92257712859414e-11,0.6
2.950395878517945e-11,0.6000000741515361,2.950395878517945e-11,0.5994936451162609,2.950395878517945e-11,0.05638366043316795,2.950395878517945e-11,0.6
2.974592805526386e-11,0.6000000747596712,2.974592805526386e-11,0.5994925291989714,2.974592805526386e-11,0.05424007811325116,2.974592805526386e-11,0.6
3.001976602937545e-11,0.6000000754479011,3.001976602937545e-11,0.599491328662877,3.001976602937545e-11,0.05194670109806172,3.001976602937545e-11,0.6
3.048555436526356e-11,0.6000000766185549,3.048555436526356e-11,0.5994894289723205,3.048555436526356e-11,0.04834508881409835,3.048555436526356e-11,0.6
3.100748386301413e-11,0.6000000779303067,3.100748386301413e-11,0.5994875004507871,3.100748386301413e-11,0.04472444947720033,3.100748386301413e-11,0.6
3.163550344777282e-11,0.6000000795086922,3.163550344777282e-11,0.5994854277126039,3.163550344777282e-11,0.04087411812955591,3.163550344777282e-11,0.6
3.24713980639563e-11,0.6000000816095244,3.24713980639563e-11,0.5994829735702184,3.24713980639563e-11,0.03635964185378304,3.24713980639563e-11,0.6
3.286379162543089e-11,0.600000082595717,3.286379162543089e-11,0.599481923453598,3.286379162543089e-11,0.03444362521346718,3.286379162543089e-11,0.6
